id_contrato,estado_contrato,fecha_de_firma,fecha_de_inicio_del_contrato,fecha_de_fin_del_contrato,tipo_de_contrato,modalidad_de_contratacion,duraci_n_del_contrato,dias_adicionados,valor_del_contrato,valor_pagado,valor_pendiente_de_pago,es_pyme,es_grupo,g_nero_representante_legal,duracion_dias,fecha_analisis,anio,valor_contrato_cero,es_directa
CO1.PCCNTR.7464750,En ejecución,2025-02-13,2025-02-17,2025-11-16,Prestación de servicios,Contratación directa,9 Mes(es),0,39006000.0,38717067.0,288933.0,No,No,Mujer,272.0,2025-02-13,2025,False,1
CO1.PCCNTR.262931,Cerrado,2018-01-11,2017-12-29,2018-12-28,Prestación de servicios,Contratación directa (con ofertas),No definido,0,6024970.0,0.0,6024970.0,Si,No,Hombre,364.0,2018-01-11,2018,False,1
CO1.PCCNTR.4201283,Cerrado,2022-11-25,2022-11-25,2023-08-31,Prestación de servicios,Contratación directa,295 Dia(s),0,148526000.0,144565307.0,3960693.0,No,No,No definido,279.0,2022-11-25,2022,False,1
CO1.PCCNTR.85607,Cerrado,2017-01-17,2016-11-24,2017-12-31,Prestación de servicios,Contratación directa (con ofertas),No definido,0,83587185.0,0.0,83587185.0,No,No,Mujer,402.0,2017-01-17,2017,False,1
CO1.PCCNTR.2348214,Cerrado,2021-03-23,2021-03-23,2021-07-10,Prestación de servicios,Contratación directa,120 Dia(s),0,85680000.0,56406000.0,29274000.0,No,No,No definido,109.0,2021-03-23,2021,False,1
CO1.PCCNTR.7326143,En ejecución,2025-01-27,2025-01-30,2025-10-29,Prestación de servicios,Contratación directa,9 Mes(es),0,62712000.0,62712000.0,0.0,No,No,Mujer,272.0,2025-01-27,2025,False,1
CO1.PCCNTR.519970,Cerrado,2018-08-17,2018-08-10,2019-03-14,Prestación de servicios,Contratación directa,No definido,0,62419871.0,60460503.0,1959368.0,No,No,Hombre,216.0,2018-08-17,2018,False,1
CO1.PCCNTR.7207614,Cerrado,2025-01-09,2025-01-10,2025-10-09,Prestación de servicios,Contratación directa,270 Dia(s),0,104484114.0,104484114.0,0.0,No,No,No definido,272.0,2025-01-09,2025,False,1
CO1.PCCNTR.3754334,Cerrado,2022-07-14,2022-07-14,2022-12-15,Compraventa,Selección abreviada subasta inversa,161 Dia(s),0,1499868187.0,1499868187.0,0.0,No,Si,No definido,154.0,2022-07-14,2022,False,0
CO1.PCCNTR.3067015,Cerrado,2021-12-06,2021-12-06,2022-12-15,Prestación de servicios,Contratación directa,249 Dia(s),0,51307376.0,50384107.0,923269.0,No,No,Mujer,374.0,2021-12-06,2021,False,1
CO1.PCCNTR.814412,Cerrado,2019-03-28,2019-02-05,2019-12-31,Prestación de servicios,Contratación directa,No definido,0,141558204.0,69499962.0,72058242.0,No,No,Mujer,329.0,2019-03-28,2019,False,1
CO1.PCCNTR.5561305,Cerrado,2023-11-21,2023-11-21,2024-06-30,Prestación de servicios,Contratación directa,226 Dia(s),0,72062193.0,69577290.0,2484903.0,No,No,No definido,222.0,2023-11-21,2023,False,1
CO1.PCCNTR.6619388,En ejecución,2024-08-09,2024-08-13,2024-12-31,Prestación de servicios,Contratación directa,142 Dia(s),0,27974000.0,27186000.0,788000.0,No,No,Mujer,140.0,2024-08-09,2024,False,1
CO1.PCCNTR.863359,Cerrado,2019-04-03,2019-02-26,2019-12-31,Prestación de servicios,Contratación directa,No definido,0,59154642.0,56886732.0,2267910.0,No,No,No definido,308.0,2019-04-03,2019,False,1
CO1.PCCNTR.146701,Cerrado,2017-07-25,2017-05-11,2017-12-31,Prestación de servicios,Contratación directa (con ofertas),Dia(s),0,39833333.0,38500000.0,1333333.0,No,No,No definido,234.0,2017-07-25,2017,False,1
CO1.PCCNTR.9715909,Aprobado,2026-08-05,,2026-12-31,Prestación de servicios,Contratación directa,148 Dia(s),0,22451600.0,0.0,22451600.0,No,No,Hombre,,2026-08-05,2026,False,1
CO1.PCCNTR.7313355,Cerrado,2025-01-24,2025-01-30,2025-09-29,Prestación de servicios,Contratación directa,8 Mes(es),0,48192000.0,48192000.0,0.0,No,No,Mujer,242.0,2025-01-24,2025,False,1
CO1.PCCNTR.7695345,Cerrado,2025-03-27,2025-04-01,2025-11-30,Prestación de servicios,Contratación directa,8 Mes(es),2,36193936.0,36193936.0,0.0,No,No,No definido,243.0,2025-03-27,2025,False,1
CO1.PCCNTR.7173678,Cerrado,2024-12-26,2024-12-30,2025-06-30,Prestación de servicios,Contratación directa,183 Dia(s),0,49866667.0,48266667.0,1600000.0,No,No,Mujer,182.0,2024-12-26,2024,False,1
CO1.PCCNTR.8593308,Modificado,2025-11-20,2025-12-22,2026-10-31,Prestación de servicios,Contratación directa,313 Dia(s),92,87057627.0,52883856.0,34173771.0,No,No,Mujer,313.0,2025-11-20,2025,False,1
CO1.PCCNTR.664858,Cerrado,2018-12-26,2018-12-05,2019-12-31,Prestación de servicios,Contratación directa,No definido,0,79974592.0,76200000.0,3774592.0,No,No,No definido,391.0,2018-12-26,2018,False,1
CO1.PCCNTR.664010,Cerrado,2018-12-17,2018-11-26,2018-12-31,Prestación de servicios,Contratación directa,No definido,0,15626982.0,11394675.0,4232307.0,No,No,No definido,35.0,2018-12-17,2018,False,1
CO1.PCCNTR.6490985,Cerrado,2024-07-04,2024-07-09,2024-12-31,Prestación de servicios,Contratación directa,176 Dia(s),0,37590000.0,36120000.0,1470000.0,No,No,Mujer,175.0,2024-07-04,2024,False,1
CO1.PCCNTR.249623,Cerrado,2017-12-14,2017-12-07,2018-07-31,Prestación de servicios,Contratación directa (con ofertas),No definido,0,52998000.0,50568925.0,2429075.0,No,No,Mujer,236.0,2017-12-14,2017,False,1
CO1.PCCNTR.7378318,En ejecución,2025-02-10,2025-02-12,2025-12-11,Prestación de servicios,Contratación directa,10 Mes(es),0,81160000.0,80618934.0,541066.0,No,No,Hombre,302.0,2025-02-10,2025,False,1
CO1.PCCNTR.299579,Cerrado,2018-02-06,2018-01-19,2018-12-31,Prestación de servicios,Contratación directa,No definido,0,43016185.0,42518888.0,497297.0,No,No,Hombre,346.0,2018-02-06,2018,False,1
CO1.PCCNTR.4522410,Cerrado,2023-01-31,2023-01-31,2023-05-31,Prestación de servicios,Contratación directa,4 Mes(es),0,63660492.0,63660492.0,0.0,No,No,No definido,120.0,2023-01-31,2023,False,1
CO1.PCCNTR.6515677,Modificado,2024-07-24,2024-08-02,2026-11-30,Prestación de servicios,Mínima cuantía,25 Mes(es),122,63170000.0,31080000.0,32090000.0,Si,No,Hombre,850.0,2024-07-24,2024,False,0
CO1.PCCNTR.2416447,Cerrado,2021-05-03,2021-05-03,2022-10-08,Prestación de servicios,Contratación directa,365 Dia(s),0,227557299.0,227557297.0,2.0,Si,No,Mujer,523.0,2021-05-03,2021,False,1
CO1.PCCNTR.535676,Cerrado,2018-09-03,2018-08-21,2019-02-28,Prestación de servicios,Contratación directa,No definido,0,25697247.0,25426749.0,270498.0,No,No,No definido,191.0,2018-09-03,2018,False,1
CO1.PCCNTR.1326225,Cerrado,2020-02-11,2020-01-29,2020-12-31,Prestación de servicios,Contratación directa,Dia(s),0,170517380.0,26002650.0,144514730.0,No,No,Mujer,337.0,2020-02-11,2020,False,1
CO1.PCCNTR.5500069,Cerrado,2023-11-07,2023-11-07,2024-06-30,Prestación de servicios,Contratación directa,244 Dia(s),0,51873333.0,49600000.0,2273333.0,No,No,No definido,236.0,2023-11-07,2023,False,1
CO1.PCCNTR.3866032,Cerrado,2022-08-22,2022-08-22,2024-10-31,Prestación de servicios,Contratación directa,27 Mes(es),0,49900000.0,0.0,49900000.0,No,No,No definido,801.0,2022-08-22,2022,False,1
CO1.PCCNTR.8705683,Modificado,2025-12-19,2025-12-23,2026-10-31,Prestación de servicios,Contratación directa,376 Dia(s),91,52408333.0,31191667.0,21216666.0,No,No,Hombre,312.0,2025-12-19,2025,False,1
CO1.PCCNTR.625102,Cerrado,2018-11-13,2018-11-07,2018-12-31,Consultoría,Concurso de méritos abierto,No definido,0,248499999.0,210022580.0,38477419.0,Si,No,Hombre,54.0,2018-11-13,2018,False,0
CO1.PCCNTR.7713282,Cerrado,2025-03-28,2025-04-04,2025-12-03,Prestación de servicios,Contratación directa,8 Mes(es),0,100261168.0,100261168.0,0.0,No,No,No definido,243.0,2025-03-28,2025,False,1
CO1.PCCNTR.307617,Cerrado,2018-01-28,2018-01-18,2018-10-31,Prestación de servicios,Contratación directa,No definido,0,101810971.0,101452481.0,358490.0,No,No,No definido,286.0,2018-01-28,2018,False,1
CO1.PCCNTR.2555054,Cerrado,2021-07-09,2021-07-09,2022-10-20,Prestación de servicios,Contratación directa,336 Dia(s),0,124382832.0,123642458.0,740374.0,No,No,No definido,468.0,2021-07-09,2021,False,1
CO1.PCCNTR.6504223,Cerrado,2024-07-11,2024-07-17,2024-12-31,Prestación de servicios,Contratación directa,173 Dia(s),0,58437533.0,53540533.0,4897000.0,No,No,No definido,167.0,2024-07-11,2024,False,1
CO1.PCCNTR.872703,Cerrado,2019-04-03,2019-03-01,2019-12-31,Prestación de servicios,Contratación directa,No definido,0,30600000.0,30000000.0,600000.0,No,No,Hombre,305.0,2019-04-03,2019,False,1
CO1.PCCNTR.4661831,Cerrado,2023-02-23,2023-02-23,2023-06-20,Prestación de servicios,Contratación directa,4 Mes(es),0,16302296.0,16030591.0,271705.0,No,No,No definido,117.0,2023-02-23,2023,False,1
CO1.PCCNTR.1642682,Cerrado,2020-07-07,2020-07-07,2021-04-09,Prestación de servicios,Contratación directa,196 Dia(s),0,88357444.0,86598770.0,1758673.0,No,No,Hombre,276.0,2020-07-07,2020,False,1
CO1.PCCNTR.1449886,Cerrado,2020-04-16,2020-03-16,2020-12-31,Prestación de servicios,Contratación directa,Dia(s),0,186718356.0,80998854.0,105719501.0,No,No,No definido,290.0,2020-04-16,2020,False,1
CO1.PCCNTR.3952809,Cerrado,2022-09-15,2022-09-15,2022-12-15,Compraventa,Selección abreviada subasta inversa,135 Dia(s),0,356204426.59,356204426.0,0.0,Si,No,Hombre,91.0,2022-09-15,2022,False,0
CO1.PCCNTR.5892296,Cerrado,2024-02-06,2024-02-08,2024-12-31,Prestación de servicios,Contratación directa,323 Dia(s),0,96193341.0,95895528.0,297813.0,No,No,No definido,327.0,2024-02-06,2024,False,1
CO1.PCCNTR.7771156,Cedido,2025-04-11,2025-04-21,2025-10-31,Prestación de servicios,Contratación directa,197 Dia(s),0,104721000.0,97948000.0,6772999.0,No,No,Mujer,193.0,2025-04-11,2025,False,1
CO1.PCCNTR.5575209,Cerrado,2023-12-07,2023-12-27,2024-12-26,Seguros,Mínima cuantía,1 Año(s),0,14683900.0,14683900.0,0.0,No,No,Mujer,365.0,2023-12-07,2023,False,0
CO1.PCCNTR.7635791,Cerrado,2025-03-13,2025-03-19,2025-11-18,Prestación de servicios,Contratación directa,8 Mes(es),5,51611392.0,51611392.0,0.0,No,No,No definido,244.0,2025-03-13,2025,False,1
CO1.PCCNTR.588062,Cerrado,2018-10-18,2018-10-02,2022-07-31,Otro,Contratación directa (con ofertas),Dia(s),0,611464605.0,334553742.0,276910863.0,No,No,No definido,1398.0,2018-10-18,2018,False,1
CO1.PCCNTR.5369812,Cerrado,2023-09-13,2023-09-13,2024-12-31,Prestación de servicios,Contratación directa,474 Dia(s),0,122013632.0,119217486.0,2796146.0,No,No,Mujer,475.0,2023-09-13,2023,False,1
CO1.PCCNTR.3551466,Cerrado,2022-02-07,2022-02-07,2023-04-30,Prestación de servicios,Contratación directa,334 Dia(s),0,382585812.0,380673812.0,1912000.0,Si,No,Hombre,447.0,2022-02-07,2022,False,1
CO1.PCCNTR.2225129,Cerrado,2021-02-20,2021-02-20,2021-12-31,Prestación de servicios,Contratación directa,330 Dia(s),0,50154133.0,49096667.0,1057466.0,No,No,No definido,314.0,2021-02-20,2021,False,1
